ExpenseID,ExpenseDate,FiscalYear,FiscalMonth,CostCenterCode,Department_ID,Branch_ID,Category_ID,Vendor,Invoice_Number,Description,Amount,Approval_Status,Requester_Employee_ID,Approver_Employee_ID,Payment_Status,Approved_Date,Payment_Date,Delay_Reason
EX0001381,6/22/2024,2024,2024-06,CC-B032,D010,B032,C006,Okta,INV-TJ5V0461,Software Licenses & Subscriptions - Okta,1330.00,Approved,2252,2252,Paid,6/25/2024,7/8/2024,
EX0005996,1/26/2026,2026,2026-01,CC-B032,D010,B032,C009,External Audit Firm,INV-TSW3REND,Regulatory & Compliance Fees - External Audit Firm,1330.00,Rejected,2252,2252,Cancelled,,,
EX0005756,12/14/2025,2025,2025-12,CC-B034,D010,B034,C008,EY,INV-JOUQET9Z,Professional Services (Legal/Consulting) - EY,1330.00,Approved,1056,1056,Paid,12/19/2025,1/6/2026,
EX0001668,7/7/2024,2024,2024-07,CC-B035,D010,B035,C004,Ameren,INV-494Q5DX2,Utilities - Ameren,1330.00,Approved,1022,1022,Paid,7/8/2024,7/24/2024,
EX0002378,10/7/2024,2024,2024-10,CC-B035,D010,B035,C004,Xcel Energy,INV-31EUGN8A,Utilities - Xcel Energy,1330.00,Approved,1022,1022,Paid,10/11/2024,10/27/2024,
EX0005761,12/23/2025,2025,2025-12,CC-B035,D010,B035,C009,External Audit Firm,INV-O8B65Y2E,Regulatory & Compliance Fees - External Audit Firm,1330.00,Approved,1022,1022,Paid,12/25/2025,1/10/2026,
EX0002199,9/18/2024,2024,2024-09,CC-HQ-D006,D006,B001,C001,ADP,INV-6Q1PXAPO,Salaries & Payroll - ADP,1320.00,Approved,9935,2679,Paid,9/20/2024,10/3/2024,
EX0002223,10/22/2024,2024,2024-10,CC-B001,D010,B001,C005,Local Security Co,INV-MSQZPT4V,Security Services & Monitoring - Local Security Co,1320.00,Approved,9935,8359,Paid,10/27/2024,11/13/2024,
EX0005094,9/11/2025,2025,2025-09,CC-HQ-D007,D007,B001,C906,HQ Facilities Allocation,INV-3J2Y8SSA,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,1320.00,Approved,2424,2424,Paid,9/17/2025,9/21/2025,
EX0002709,12/6/2024,2024,2024-12,CC-B002,D010,B002,C006,Microsoft,INV-J11FT6SF,Software Licenses & Subscriptions - Microsoft,1320.00,Approved,1106,1106,Paid,12/13/2024,12/30/2024,
EX0001981,9/8/2024,2024,2024-09,CC-B003,D010,B003,C007,Apple Business,INV-2FZPXV4U,Hardware & Equipment - Apple Business,1320.00,Approved,7924,7924,Paid,9/12/2024,9/28/2024,
EX0004394,7/10/2025,2025,2025-07,CC-B004,D010,B004,C011,Delta,INV-G693VU8J,"Training, Travel & Conferences - Delta",1320.00,Approved,5557,5557,Paid,7/16/2025,7/17/2025,
EX0000762,4/1/2024,2024,2024-04,CC-B005,D010,B005,C004,Xcel Energy,INV-4M94XEIS,Utilities - Xcel Energy,1320.00,Approved,4527,4527,Paid,4/5/2024,4/16/2024,
EX0001509,7/12/2024,2024,2024-07,CC-B006,D010,B006,C001,ADP,INV-UVQ7D3EV,Salaries & Payroll - ADP,1320.00,Approved,4611,4611,Delayed,7/12/2024,8/13/2024,Threshold Review Hold
EX0004154,6/23/2025,2025,2025-06,CC-B006,D010,B006,C009,External Audit Firm,INV-7EZTXC2Y,Regulatory & Compliance Fees - External Audit Firm,1320.00,Approved,4611,4611,Paid,6/28/2025,7/12/2025,
EX0000276,2/24/2024,2024,2024-02,CC-B007,D010,B007,C005,Allied Universal,INV-M5IGTBRX,Security Services & Monitoring - Allied Universal,1320.00,Approved,3547,3547,Paid,3/1/2024,3/20/2024,
EX0002733,12/15/2024,2024,2024-12,CC-B007,D010,B007,C005,Allied Universal,INV-NQ7NO8IF,Security Services & Monitoring - Allied Universal,1320.00,Approved,3547,3547,Paid,12/20/2024,12/25/2024,
EX0002745,12/8/2024,2024,2024-12,CC-B009,D010,B009,C001,Paychex,INV-5BTJ15FZ,Salaries & Payroll - Paychex,1320.00,Approved,7873,7873,Paid,12/8/2024,12/16/2024,
EX0004419,7/2/2025,2025,2025-07,CC-B009,D010,B009,C001,Paychex,INV-OMOAIC3D,Salaries & Payroll - Paychex,1320.00,Approved,7873,7873,Paid,7/2/2025,7/15/2025,
EX0002497,11/28/2024,2024,2024-11,CC-B010,D010,B010,C007,HP,INV-KD0LVC7O,Hardware & Equipment - HP,1320.00,Approved,6574,6574,Paid,12/1/2024,12/4/2024,
EX0003252,2/21/2025,2025,2025-02,CC-B012,D010,B012,C006,Adobe,INV-GJD8WLNX,Software Licenses & Subscriptions - Adobe,1320.00,Approved,4582,4582,Paid,2/28/2025,3/20/2025,
EX0004469,7/31/2025,2025,2025-07,CC-B018,D010,B018,C003,JLL,INV-IWQX8KFG,Branch Rent & Leases - JLL,1320.00,Approved,6514,6514,Paid,8/1/2025,8/15/2025,
EX0003997,5/4/2025,2025,2025-05,CC-B019,D010,B019,C007,Lenovo,INV-JOXVQU4E,Hardware & Equipment - Lenovo,1320.00,Approved,2674,2674,Delayed,5/10/2025,6/11/2025,Invoice Discrepancy
EX0003530,3/19/2025,2025,2025-03,CC-B020,D010,B020,C007,Lenovo,INV-O95WQNAC,Hardware & Equipment - Lenovo,1320.00,Approved,2519,2519,Paid,3/20/2025,4/7/2025,
EX0000600,3/10/2024,2024,2024-03,CC-B022,D010,B022,C011,Coursera for Business,INV-WE4C7FMO,"Training, Travel & Conferences - Coursera for Business",1320.00,Approved,2584,2584,Paid,3/16/2024,4/2/2024,
EX0003304,2/17/2025,2025,2025-02,CC-B022,D010,B022,C011,United,INV-X07AUO85,"Training, Travel & Conferences - United",1320.00,Approved,2584,2584,Paid,2/18/2025,2/27/2025,
EX0004009,5/26/2025,2025,2025-05,CC-B022,D010,B022,C011,Conference Organizer,INV-R6JERKRM,"Training, Travel & Conferences - Conference Organizer",1320.00,Approved,2584,2584,Paid,6/2/2025,6/18/2025,
EX0003312,2/27/2025,2025,2025-02,CC-B023,D010,B023,C012,Amazon Business,INV-9NMCBLXZ,Office Supplies & Admin - Amazon Business,1320.00,Approved,6881,6881,Paid,2/27/2025,3/9/2025,
EX0000364,2/14/2024,2024,2024-02,CC-B025,D010,B025,C012,Staples,INV-4R0LUIGI,Office Supplies & Admin - Staples,1320.00,Approved,5333,5333,Paid,2/20/2024,3/5/2024,
EX0004502,7/12/2025,2025,2025-07,CC-B025,D010,B025,C012,Amazon Business,INV-P2RTZ04G,Office Supplies & Admin - Amazon Business,1320.00,Approved,5333,5333,Paid,7/16/2025,7/19/2025,
EX0004742,8/23/2025,2025,2025-08,CC-B025,D010,B025,C012,Staples,INV-ULHM8NSW,Office Supplies & Admin - Staples,1320.00,Approved,5333,5333,Paid,8/28/2025,9/15/2025,
EX0003798,4/26/2025,2025,2025-04,CC-B026,D010,B026,C005,Securitas,INV-Z1TYR0KK,Security Services & Monitoring - Securitas,1320.00,Approved,1711,1711,Paid,5/1/2025,5/15/2025,
EX0002840,12/5/2024,2024,2024-12,CC-B027,D010,B027,C008,Local Counsel LLP,INV-18BSUD9V,Professional Services (Legal/Consulting) - Local Counsel LLP,1320.00,Approved,8527,8527,Paid,12/7/2024,12/9/2024,
EX0001361,6/8/2024,2024,2024-06,CC-B028,D010,B028,C012,Staples,INV-6SRN2LA7,Office Supplies & Admin - Staples,1320.00,Approved,9785,9785,Paid,6/8/2024,6/12/2024,
EX0003090,1/15/2025,2025,2025-01,CC-B029,D010,B029,C007,HP,INV-5DOW9V4N,Hardware & Equipment - HP,1320.00,Approved,3045,3045,Delayed,1/19/2025,3/15/2025,Vendor Documentation Missing
EX0005738,12/9/2025,2025,2025-12,CC-B030,D010,B030,C005,Allied Universal,INV-93V1G6SL,Security Services & Monitoring - Allied Universal,1320.00,Approved,7201,7201,Paid,12/16/2025,1/1/2026,
EX0000412,2/25/2024,2024,2024-02,CC-B034,D010,B034,C006,Okta,INV-54ZDUDAF,Software Licenses & Subscriptions - Okta,1320.00,Approved,1056,1056,Paid,2/26/2024,3/9/2024,
EX0001910,8/7/2024,2024,2024-08,CC-B035,D010,B035,C010,Google Ads,INV-9RQXSF4M,Marketing & Community Outreach - Google Ads,1320.00,Approved,1022,1022,Paid,8/7/2024,8/15/2024,
EX0002376,10/1/2024,2024,2024-10,CC-B035,D010,B035,C009,Compliance Services Inc,INV-OM1D2J76,Regulatory & Compliance Fees - Compliance Services Inc,1320.00,Approved,1022,1022,Paid,10/5/2024,10/10/2024,
EX0000746,4/24/2024,2024,2024-04,CC-B002,D010,B002,C011,United,INV-KQISBJJQ,"Training, Travel & Conferences - United",1310.00,Approved,3615,1106,Paid,4/26/2024,5/16/2024,
EX0003918,5/23/2025,2025,2025-05,CC-B003,D010,B003,C002,ADP,INV-CFO8JNZF,Benefits & Payroll Taxes - ADP,1310.00,Approved,7924,7924,Paid,5/23/2025,6/3/2025,
EX0000264,2/11/2024,2024,2024-02,CC-B004,D010,B004,C004,Duke Energy,INV-MRSHFHJF,Utilities - Duke Energy,1310.00,Approved,5557,5557,Delayed,2/18/2024,3/30/2024,Compliance Review
EX0002722,12/14/2024,2024,2024-12,CC-B004,D010,B004,C004,Ameren,INV-U8J2O857,Utilities - Ameren,1310.00,Approved,5557,5557,Delayed,12/21/2024,1/11/2025,Threshold Review Hold
EX0003207,2/6/2025,2025,2025-02,CC-B005,D010,B005,C001,Paychex,INV-3SPI3UZT,Salaries & Payroll - Paychex,1310.00,Approved,4527,4527,Paid,2/7/2025,2/26/2025,
EX0001510,7/2/2024,2024,2024-07,CC-B006,D010,B006,C001,ADP,INV-I3UUAUIG,Salaries & Payroll - ADP,1310.00,Approved,4611,4611,Paid,7/5/2024,7/6/2024,
EX0004406,7/30/2025,2025,2025-07,CC-B006,D010,B006,C009,State Banking Regulator,INV-SWARX06M,Regulatory & Compliance Fees - State Banking Regulator,1310.00,Approved,4611,4611,Paid,7/31/2025,8/9/2025,
EX0000779,4/19/2024,2024,2024-04,CC-B008,D010,B008,C006,Salesforce,INV-AUB2T4QO,Software Licenses & Subscriptions - Salesforce,1310.00,Approved,5552,5552,Delayed,4/19/2024,5/28/2024,Threshold Review Hold
EX0003467,3/29/2025,2025,2025-03,CC-B008,D010,B008,C002,ADP,INV-RLFYJPZB,Benefits & Payroll Taxes - ADP,1310.00,Approved,5552,5552,Paid,4/3/2025,4/16/2025,
EX0002744,12/31/2024,2024,2024-12,CC-B009,D010,B009,C012,Office Depot,INV-ELPULZ3G,Office Supplies & Admin - Office Depot,1310.00,Approved,7873,7873,Paid,1/5/2025,1/6/2025,
EX0004655,8/20/2025,2025,2025-08,CC-B009,D010,B009,C007,Apple Business,INV-JHGAOQ64,Hardware & Equipment - Apple Business,1310.00,Approved,7873,7873,Paid,8/21/2025,8/28/2025,
EX0000051,1/9/2024,2024,2024-01,CC-B011,D010,B011,C011,United,INV-6F8TPB9C,"Training, Travel & Conferences - United",1310.00,Approved,2535,2535,Paid,1/15/2024,1/19/2024,
EX0000540,3/10/2024,2024,2024-03,CC-B011,D010,B011,C012,Office Depot,INV-O7M88QD7,Office Supplies & Admin - Office Depot,1310.00,Approved,2535,2535,Paid,3/16/2024,4/1/2024,
EX0003956,5/23/2025,2025,2025-05,CC-B011,D010,B011,C008,KPMG,INV-1RCFMFEF,Professional Services (Legal/Consulting) - KPMG,1310.00,Approved,2535,2535,Paid,5/24/2025,5/31/2025,
EX0005425,11/8/2025,2025,2025-11,CC-B011,D010,B011,C001,Paychex,INV-N3MOIT4C,Salaries & Payroll - Paychex,1310.00,Approved,2535,2535,Paid,11/10/2025,11/27/2025,
EX0001549,7/22/2024,2024,2024-07,CC-B012,D010,B012,C010,Community Sponsorship Org,INV-ZIK9A00A,Marketing & Community Outreach - Community Sponsorship Org,1310.00,Approved,4582,4582,Paid,7/25/2024,8/6/2024,
EX0000060,1/21/2024,2024,2024-01,CC-B013,D010,B013,C010,Community Sponsorship Org,INV-ADZLNEQZ,Marketing & Community Outreach - Community Sponsorship Org,1310.00,Approved,4811,4811,Paid,1/23/2024,2/1/2024,
EX0002781,12/26/2024,2024,2024-12,CC-B016,D010,B016,C002,ADP,INV-B3T4KZII,Benefits & Payroll Taxes - ADP,1310.00,Approved,4257,4257,Paid,12/28/2024,1/11/2025,
EX0005466,11/19/2025,2025,2025-11,CC-B018,D010,B018,C003,Local Property Mgmt LLC,INV-MDZ5S6FB,Branch Rent & Leases - Local Property Mgmt LLC,1310.00,Approved,6514,6514,Paid,11/22/2025,12/6/2025,
EX0004961,9/18/2025,2025,2025-09,CC-B019,D010,B019,C003,JLL,INV-3L4EWHGH,Branch Rent & Leases - JLL,1310.00,Approved,2674,2674,Paid,9/18/2025,9/26/2025,
EX0005926,1/24/2026,2026,2026-01,CC-B019,D010,B019,C010,Local Media Group,INV-GVB2LYRF,Marketing & Community Outreach - Local Media Group,1310.00,Approved,2674,2674,Delayed,2/1/2026,2/28/2026,Manual Approval Hold
EX0004000,5/28/2025,2025,2025-05,CC-B020,D010,B020,C008,Deloitte,INV-G1LNIIAB,Professional Services (Legal/Consulting) - Deloitte,1310.00,Approved,2519,2519,Paid,5/29/2025,6/3/2025,
EX0000351,2/10/2024,2024,2024-02,CC-B022,D010,B022,C011,Delta,INV-N0LBK0S0,"Training, Travel & Conferences - Delta",1310.00,Approved,2584,2584,Delayed,2/12/2024,3/26/2024,Invoice Discrepancy
EX0000366,2/9/2024,2024,2024-02,CC-B026,D010,B026,C008,Local Counsel LLP,INV-GHUXPHGH,Professional Services (Legal/Consulting) - Local Counsel LLP,1310.00,Approved,1711,1711,Paid,2/12/2024,3/1/2024,
EX0000621,3/20/2024,2024,2024-03,CC-B027,D010,B027,C008,Deloitte,INV-VJTOKSNG,Professional Services (Legal/Consulting) - Deloitte,1310.00,Approved,8527,8527,Paid,3/25/2024,4/12/2024,
EX0003349,2/25/2025,2025,2025-02,CC-B029,D010,B029,C005,Securitas,INV-K4QFIMCZ,Security Services & Monitoring - Securitas,1310.00,Approved,3045,3045,Paid,3/3/2025,3/9/2025,
EX0005258,10/12/2025,2025,2025-10,CC-B029,D010,B029,C007,Apple Business,INV-7FCW187F,Hardware & Equipment - Apple Business,1310.00,Approved,3045,3045,Paid,10/15/2025,10/25/2025,
EX0005977,1/27/2026,2026,2026-01,CC-B029,D010,B029,C001,Paychex,INV-DDQP0OSK,Salaries & Payroll - Paychex,1310.00,Approved,3045,3045,Paid,2/5/2026,2/24/2026,
EX0004051,5/20/2025,2025,2025-05,CC-B030,D010,B030,C005,Allied Universal,INV-1AWH9NJ2,Security Services & Monitoring - Allied Universal,1310.00,Approved,7201,7201,Delayed,5/22/2025,7/15/2025,Compliance Review
EX0005982,1/1/2026,2026,2026-01,CC-B030,D010,B030,C007,CDW,INV-B83NADXA,Hardware & Equipment - CDW,1310.00,Pending,7201,7201,Processing,,,
EX0000898,4/6/2024,2024,2024-04,CC-B033,D010,B033,C009,FINRA,INV-EET7BVF1,Regulatory & Compliance Fees - FINRA,1310.00,Approved,4015,4015,Paid,4/13/2024,4/22/2024,
EX0003113,1/6/2025,2025,2025-01,CC-B034,D010,B034,C002,ADP,INV-QO17OPWQ,Benefits & Payroll Taxes - ADP,1310.00,Approved,1056,1056,Paid,1/7/2025,1/25/2025,
EX0000417,2/2/2024,2024,2024-02,CC-B035,D010,B035,C004,Dominion Energy,INV-YFG9OIJK,Utilities - Dominion Energy,1310.00,Approved,1022,1022,Delayed,2/8/2024,3/10/2024,Compliance Review
EX0005533,11/27/2025,2025,2025-11,CC-B035,D010,B035,C012,Staples,INV-WQYCSN7F,Office Supplies & Admin - Staples,1310.00,Approved,1022,1022,Paid,12/3/2025,12/18/2025,
EX0001454,6/30/2024,2024,2024-06,CC-HQ-D006,D006,B001,C001,Paychex,INV-1QDY2BV6,Salaries & Payroll - Paychex,1300.00,Approved,9935,2679,Paid,7/1/2024,7/5/2024,
EX0002462,11/12/2024,2024,2024-11,CC-B003,D010,B003,C001,Paychex,INV-9SANDBGM,Salaries & Payroll - Paychex,1300.00,Approved,7924,7924,Paid,11/15/2024,11/30/2024,
EX0005394,11/16/2025,2025,2025-11,CC-B005,D010,B005,C003,Local Property Mgmt LLC,INV-MMZ0Q5PZ,Branch Rent & Leases - Local Property Mgmt LLC,1300.00,Approved,4527,4527,Paid,11/22/2025,12/1/2025,
EX0002988,1/31/2025,2025,2025-01,CC-B008,D010,B008,C004,Ameren,INV-BFA45XJ6,Utilities - Ameren,1300.00,Approved,5552,5552,Paid,2/3/2025,2/21/2025,
EX0005408,11/17/2025,2025,2025-11,CC-B008,D010,B008,C002,Paychex,INV-56Y50BJD,Benefits & Payroll Taxes - Paychex,1300.00,Approved,5552,5552,Paid,11/19/2025,12/2/2025,
EX0002016,9/18/2024,2024,2024-09,CC-B009,D010,B009,C001,ADP,INV-C1XVAPQV,Salaries & Payroll - ADP,1300.00,Approved,7873,7873,Paid,9/18/2024,9/27/2024,
EX0005879,1/30/2026,2026,2026-01,CC-B010,D010,B010,C011,Coursera for Business,INV-HT7QLNTZ,"Training, Travel & Conferences - Coursera for Business",1300.00,Approved,6574,6574,Delayed,2/3/2026,3/21/2026,Compliance Review
EX0002049,9/13/2024,2024,2024-09,CC-B015,D010,B015,C003,CBRE,INV-MOZRUIO1,Branch Rent & Leases - CBRE,1300.00,Approved,1434,1434,Paid,9/14/2024,9/26/2024,
EX0000075,1/13/2024,2024,2024-01,CC-B016,D010,B016,C010,Community Sponsorship Org,INV-Y77UEW7K,Marketing & Community Outreach - Community Sponsorship Org,1300.00,Approved,4257,4257,Paid,1/16/2024,2/5/2024,
EX0004715,8/5/2025,2025,2025-08,CC-B019,D010,B019,C003,Local Property Mgmt LLC,INV-ET57AGW9,Branch Rent & Leases - Local Property Mgmt LLC,1300.00,Approved,2674,2674,Paid,8/11/2025,8/17/2025,
EX0004964,9/10/2025,2025,2025-09,CC-B020,D010,B020,C007,CDW,INV-MEIJAPC7,Hardware & Equipment - CDW,1300.00,Approved,2519,2519,Paid,9/10/2025,9/14/2025,
EX0002094,9/26/2024,2024,2024-09,CC-B024,D010,B024,C001,Paychex,INV-W99NJNW8,Salaries & Payroll - Paychex,1300.00,Approved,6635,6635,Paid,10/3/2024,10/20/2024,
EX0002834,12/13/2024,2024,2024-12,CC-B026,D010,B026,C009,Compliance Services Inc,INV-02BMHLH5,Regulatory & Compliance Fees - Compliance Services Inc,1300.00,Approved,1711,1711,Paid,12/19/2024,12/31/2024,
EX0005511,11/26/2025,2025,2025-11,CC-B029,D010,B029,C005,Securitas,INV-LHIF60W3,Security Services & Monitoring - Securitas,1300.00,Approved,3045,3045,Paid,11/28/2025,12/6/2025,
EX0001117,5/18/2024,2024,2024-05,CC-B032,D010,B032,C008,Deloitte,INV-TAPQJNUT,Professional Services (Legal/Consulting) - Deloitte,1300.00,Approved,2252,2252,Paid,5/20/2024,5/28/2024,
EX0002366,10/21/2024,2024,2024-10,CC-B032,D010,B032,C006,ServiceNow,INV-9LGPQMCT,Software Licenses & Subscriptions - ServiceNow,1300.00,Approved,2252,2252,Paid,10/25/2024,11/1/2024,
EX0001124,5/31/2024,2024,2024-05,CC-B033,D010,B033,C001,Paychex,INV-3H10PWE5,Salaries & Payroll - Paychex,1300.00,Approved,4015,4015,Delayed,6/2/2024,7/26/2024,Vendor Documentation Missing
EX0006244,2/11/2026,2026,2026-02,CC-B035,D010,B035,C012,Staples,INV-BZ2XMX6C,Office Supplies & Admin - Staples,1300.00,Approved,1022,1022,Paid,2/18/2026,3/13/2026,
EX0002382,10/31/2024,2024,2024-10,CC-HQ-D001,D001,B001,C005,Securitas,INV-UZLG3RBD,Security Services & Monitoring - Securitas,1290.00,Approved,1409,1409,Paid,11/4/2024,11/17/2024,
EX0001734,8/23/2024,2024,2024-08,CC-B002,D010,B002,C006,Microsoft,INV-KTY347BW,Software Licenses & Subscriptions - Microsoft,1290.00,Approved,1106,1106,Paid,8/24/2024,8/27/2024,
EX0005116,10/25/2025,2025,2025-10,CC-B002,D010,B002,C003,JLL,INV-QJ0QKRLO,Branch Rent & Leases - JLL,1290.00,Approved,1106,1106,pd,10/30/2025,11/18/2025,
EX0004881,9/1/2025,2025,2025-09,CC-B003,D010,B003,C011,Delta,INV-03PRDPFF,"Training, Travel & Conferences - Delta",1290.00,Approved,7924,7924,Paid,9/3/2025,9/11/2025,
EX0004396,7/10/2025,2025,2025-07,CC-B005,D010,B005,C003,Cushman & Wakefield,INV-5AUFEA8T,Branch Rent & Leases - Cushman & Wakefield,1290.00,Approved,4527,4527,Paid,7/14/2025,8/1/2025,
EX0001243,6/14/2024,2024,2024-06,CC-B006,D010,B006,C001,Paychex,INV-A44USRLF,Salaries & Payroll - Paychex,1290.00,Approved,4611,4611,Paid,6/16/2024,6/24/2024,
EX0001758,8/25/2024,2024,2024-08,CC-B006,D010,B006,C011,Marriott,INV-TIIXPEQJ,"Training, Travel & Conferences - Marriott",1290.00,Approved,4611,4611,Paid,8/29/2024,9/8/2024,
EX0000520,3/26/2024,2024,2024-03,CC-B008,D010,B008,C010,Meta Ads,INV-UWP6G9GQ,Marketing & Community Outreach - Meta Ads,1290.00,Approved,5552,5552,Paid,3/28/2024,4/10/2024,
EX0005155,10/28/2025,2025,2025-10,CC-B009,D010,B009,C007,Apple Business,INV-BS34KXBP,Hardware & Equipment - Apple Business,1290.00,Approved,7873,7873,Paid,11/2/2025,11/4/2025,
EX0003247,2/27/2025,2025,2025-02,CC-B012,D010,B012,C005,Local Security Co,INV-ALZL8RE5,Security Services & Monitoring - Local Security Co,1290.00,Approved,4582,4582,Paid,3/4/2025,3/11/2025,
EX0000548,3/16/2024,2024,2024-03,CC-B013,D010,B013,C008,Deloitte,INV-75MSRGL7,Professional Services (Legal/Consulting) - Deloitte,1290.00,Approved,4811,4811,Paid,3/17/2024,4/3/2024,
EX0000079,1/21/2024,2024,2024-01,CC-B017,D010,B017,C010,Local Media Group,INV-MPG8TZ4Y,Marketing & Community Outreach - Local Media Group,1290.00,Approved,9928,9928,Paid,1/28/2024,2/5/2024,
EX0003040,1/8/2025,2025,2025-01,CC-B018,D010,B018,C003,JLL,INV-5QGILKJK,Branch Rent & Leases - JLL,1290.00,Approved,6514,6514,Paid,1/9/2025,1/14/2025,
EX0001583,7/10/2024,2024,2024-07,CC-B019,D010,B019,C011,Delta,INV-KOM2ZV6A,"Training, Travel & Conferences - Delta",1290.00,Approved,2674,2674,Paid,7/12/2024,7/16/2024,
EX0001587,7/24/2024,2024,2024-07,CC-B020,D010,B020,C012,Office Depot,INV-XT5Z3M7Z,Office Supplies & Admin - Office Depot,1290.00,Approved,2519,2519,Paid,7/26/2024,8/11/2024,
EX0003310,2/21/2025,2025,2025-02,CC-B022,D010,B022,C012,Office Depot,INV-GXP7MVAE,Office Supplies & Admin - Office Depot,1290.00,Approved,2584,2584,Paid,2/27/2025,3/8/2025,
EX0002103,9/1/2024,2024,2024-09,CC-B026,D010,B026,C007,HP,INV-HVOV44DU,Hardware & Equipment - HP,1290.00,Approved,1711,1711,Paid,9/3/2024,9/19/2024,
EX0005499,11/4/2025,2025,2025-11,CC-B026,D010,B026,C011,Marriott,INV-CNHIR0EP,"Training, Travel & Conferences - Marriott",1290.00,Approved,1711,1711,Delayed,11/7/2025,12/2/2025,Vendor Documentation Missing
EX0004048,5/15/2025,2025,2025-05,CC-B030,D010,B030,C005,Securitas,INV-FBYUWBZT,Security Services & Monitoring - Securitas,1290.00,Approved,7201,7201,Paid,5/21/2025,6/4/2025,
EX0001379,6/2/2024,2024,2024-06,CC-B031,D010,B031,C007,CDW,INV-DDU1JXLL,Hardware & Equipment - CDW,1290.00,Approved,6501,6501,Paid,6/5/2024,6/12/2024,
EX0002132,9/12/2024,2024,2024-09,CC-B031,D010,B031,C008,PwC,INV-DTI673C6,Professional Services (Legal/Consulting) - PwC,1290.00,Approved,6501,6501,Paid,9/13/2024,9/24/2024,
EX0000896,4/3/2024,2024,2024-04,CC-B032,D010,B032,C008,PwC,INV-SB33TH8F,Professional Services (Legal/Consulting) - PwC,1290.00,Approved,2252,2252,Paid,4/6/2024,4/16/2024,
EX0000156,1/6/2024,2024,2024-01,CC-B033,D010,B033,C005,Securitas,INV-GT4623CM,Security Services & Monitoring - Securitas,1290.00,Approved,4015,4015,Paid,1/8/2024,1/9/2024,
EX0005999,1/3/2026,2026,2026-01,CC-B033,D010,B033,C001,ADP,INV-U16RFBM2,Salaries & Payroll - ADP,1290.00,Approved,4015,4015,Paid,1/6/2026,1/27/2026,
EX0001667,7/4/2024,2024,2024-07,CC-B035,D010,B035,C011,Delta,INV-8Y5MDOR5,"Training, Travel & Conferences - Delta",1290.00,Approved,1022,1022,Paid,7/4/2024,7/5/2024,
EX0003196,2/7/2025,2025,2025-02,CC-B003,D010,B003,C002,ADP,INV-159YBFXM,Benefits & Payroll Taxes - ADP,1280.00,Approved,7924,7924,Paid,2/13/2025,2/22/2025,
EX0000993,5/21/2024,2024,2024-05,CC-B004,D010,B004,C004,Ameren,INV-9EFPIL05,Utilities - Ameren,1280.00,Approved,5557,5557,Paid,5/21/2024,5/22/2024,
EX0005614,12/31/2025,2025,2025-12,CC-B004,D010,B004,C007,Dell,INV-951WEMY3,Hardware & Equipment - Dell,1280.00,Approved,5557,5557,Paid,1/4/2026,1/23/2026,
EX0001010,5/28/2024,2024,2024-05,CC-B007,D010,B007,C005,Allied Universal,INV-Q0ZRETRD,Security Services & Monitoring - Allied Universal,1280.00,Approved,3547,3547,Paid,6/2/2024,6/10/2024,
EX0003009,1/27/2025,2025,2025-01,CC-B012,D010,B012,C005,Allied Universal,INV-81PF1PX8,Security Services & Monitoring - Allied Universal,1280.00,Approved,4582,4582,Paid,2/3/2025,2/14/2025,
EX0002511,11/18/2024,2024,2024-11,CC-B013,D010,B013,C008,Local Counsel LLP,INV-AV3JAZLB,Professional Services (Legal/Consulting) - Local Counsel LLP,1280.00,Approved,4811,4811,Paid,11/18/2024,11/28/2024,
EX0005904,1/25/2026,2026,2026-01,CC-B014,D010,B014,C010,Meta Ads,INV-930MQJAL,Marketing & Community Outreach - Meta Ads,1280.00,Rejected,9279,9279,Cancelled,,,
EX0005203,10/6/2025,2025,2025-10,CC-B018,D010,B018,C007,HP,INV-LMN7SMPR,Hardware & Equipment - HP,1280.00,Approved,6514,6514,Paid,10/12/2025,10/15/2025,
EX0001593,7/26/2024,2024,2024-07,CC-B020,D010,B020,C012,Amazon Business,INV-HTL1I1MB,Office Supplies & Admin - Amazon Business,1280.00,Approved,2519,2519,Paid,8/1/2024,8/15/2024,
EX0004240,6/16/2025,2025,2025-06,CC-B023,D010,B023,C012,Amazon Business,INV-EMSKX3OJ,Office Supplies & Admin - Amazon Business,1280.00,Approved,6881,6881,Paid,6/16/2025,6/23/2025,
EX0003546,3/7/2025,2025,2025-03,CC-B025,D010,B025,C009,FINRA,INV-K9U4D9TI,Regulatory & Compliance Fees - FINRA,1280.00,Approved,5333,5333,Paid,3/9/2025,3/24/2025,
EX0004987,9/5/2025,2025,2025-09,CC-B025,D010,B025,C009,Compliance Services Inc,INV-OJ1K4NYA,Regulatory & Compliance Fees - Compliance Services Inc,1280.00,Approved,5333,5333,Paid,9/5/2025,9/23/2025,
EX0003565,3/16/2025,2025,2025-03,CC-B029,D010,B029,C011,Coursera for Business,INV-O2ZBFJPG,"Training, Travel & Conferences - Coursera for Business",1280.00,Approved,3045,3045,Paid,3/21/2025,4/8/2025,
EX0004281,6/14/2025,2025,2025-06,CC-B031,D010,B031,C004,Duke Energy,INV-TDILS0PL,Utilities - Duke Energy,1280.00,Approved,6501,6501,Paid,6/21/2025,6/25/2025,
